question_id,intent,rewritten_intent,snippet
14406214,Moving x-axis to the top of a plot in matplotlib,move x-axis to the top of a plot `ax`,ax.xaxis.tick_top()
14406214,Moving x-axis to the top of a plot in matplotlib,Move x-axis of the pyplot object `ax` to the top of a plot in matplotlib,ax.xaxis.set_ticks_position('top')
25279993,Parsing non-zero padded timestamps in Python,parse string '2015/01/01 12:12am' to DateTime object using format '%Y/%m/%d %I:%M%p',"datetime.strptime('2015/01/01 12:12am', '%Y/%m/%d %I:%M%p')"
16387069,Open images,Open image 'picture.jpg',"img = Image.open('picture.jpg')
img.show()"
16387069,Open images,"Open image ""picture.jpg""","img = Image.open('picture.jpg')
Img.show"
179369,How do I abort the execution of a Python script?,terminate the script using status value 0,sys.exit(0)
179369,How do I abort the execution of a Python script?,abort the execution of the script using message 'aa! errors!',sys.exit('aa! errors!')
179369,How do I abort the execution of a Python script?,abort the execution of a python script,sys.exit()
34543513,Find maximum with limited length in a list,find maximum with lookahead = 4 in a list `arr`,"[max(abs(x) for x in arr[i:i + 4]) for i in range(0, len(arr), 4)]"
1810743,How to set the current working directory in Python?,set the current working directory to 'c:\\Users\\uname\\desktop\\python',os.chdir('c:\\Users\\uname\\desktop\\python')
1810743,How to set the current working directory in Python?,set the current working directory to path `path`,os.chdir(path)
3159155,How to remove all integer values from a list in python,get a list `no_integers` of all the items in list `mylist` that are not of type `int`,"no_integers = [x for x in mylist if not isinstance(x, int)]"
2637760,How do I match contents of an element in XPath (lxml)?,match contents of an element to 'Example' in xpath (lxml),"tree.xpath("".//a[text()='Example']"")[0].tag"
40512124,convert dictionaries into string python,"concatenate key/value pairs in dictionary `a` with string ', ' into a single string",""""""", """""".join([(str(k) + ' ' + str(v)) for k, v in list(a.items())])"
16866261,Detecting non-ascii characters in unicode string,"Strip all non-ASCII characters from a unicode string, `\xa3\u20ac\xa3\u20ac`","print(set(re.sub('[\x00-\x7f]', '', '\xa3\u20ac\xa3\u20ac')))"
16866261,Detecting non-ascii characters in unicode string,Get all non-ascii characters in a unicode string `\xa3100 is worth more than \u20ac100`,"print(re.sub('[\x00-\x7f]', '', '\xa3100 is worth more than \u20ac100'))"
988228,Convert a String representation of a Dictionary to a dictionary?,"build a dict of key:value pairs from a string representation of a dict, `{'muffin' : 'lolz', 'foo' : 'kitty'}`","ast.literal_eval(""{'muffin' : 'lolz', 'foo' : 'kitty'}"")"
13793973,Easiest way to remove unicode representations from a string in python 3?,Print string `t` with proper unicode representations,print(t.decode('unicode_escape'))
10525301,String encoding and decoding from possibly latin1 and utf8,Normalize string `str` from 'cp1252' code to 'utf-8' code,print(str.encode('cp1252').decode('utf-8').encode('cp1252').decode('utf-8'))
2407398,merge lists into a list of tuples,merge lists `list_a` and `list_b` into a list of tuples,"zip(list_a, list_b)"
2407398,merge lists into a list of tuples,merge lists `a` and `a` into a list of tuples,"list(zip(a, b))"
18695605,python pandas dataframe to dictionary,convert pandas DataFrame `df` to a dictionary using `id` field as the key,df.set_index('id').to_dict()
18695605,python pandas dataframe to dictionary,"convert pandas dataframe `df` with fields 'id', 'value' to dictionary",df.set_index('id')['value'].to_dict()
1534542,Can I sort text by its numeric value in Python?,,"sorted(list(mydict.items()), key=lambda a: map(int, a[0].split('.')))"
640001,How can I remove text within parentheses with a regex?,remove parentheses and text within it in string `filename`,"re.sub('\\([^)]*\\)', '', filename)"
29454773,How can I tell if a string only contains letter AND spaces,Check if string 'a b' only contains letters and spaces,"""""""a b"""""".replace(' ', '').isalpha()"
14050824,Add SUM of values of two LISTS into new LIST,sum each element `x` in list `first` with element `y` at the same index in list `second`.,"[(x + y) for x, y in zip(first, second)]"
11932729,How to sort a Python dictionary by value?,sort a python dictionary `a_dict` by element `1` of the value,"sorted(list(a_dict.items()), key=lambda item: item[1][1])"
4108561,How to exclude a character from a regex group?,,re.compile('[^a-zA-Z0-9-]+')
13070461,Get index of the top n values of a list in python,get index of the biggest 2 values of a list `a`,"sorted(list(range(len(a))), key=lambda i: a[i])[-2:]"
13070461,Get index of the top n values of a list in python,get indexes of the largest `2` values from a list `a` using itemgetter,"zip(*sorted(enumerate(a), key=operator.itemgetter(1)))[0][-2:]"
13070461,Get index of the top n values of a list in python,get the indexes of the largest `2` values from a list of integers `a`,"sorted(list(range(len(a))), key=lambda i: a[i], reverse=True)[:2]"
14538885,How to get the index with the key in Python dictionary?,get index of key 'c' in dictionary `x`,list(x.keys()).index('c')
8337004,"How to print +1 in Python, as +1 (with plus sign) instead of 1?",Print +1 using format '{0:+d}',print('{0:+d}'.format(score))
3460161,Remove adjacent duplicate elements from a list,"remove adjacent duplicate elements from a list `[1, 2, 2, 3, 2, 2, 4]`","[k for k, g in itertools.groupby([1, 2, 2, 3, 2, 2, 4])]"
2168123,Converting a String to List in Python,"split string ""0,1,2"" based on delimiter ','","""""""0,1,2"""""".split(',')"
2168123,Converting a String to List in Python,"convert the string '0,1,2' to a list of integers","[int(x) for x in '0,1,2'.split(',')]"
6586310,Python: Convert list of key-value tuples into dictionary?,"convert list of key-value tuples `[('A', 1), ('B', 2), ('C', 3)]` into dictionary","dict([('A', 1), ('B', 2), ('C', 3)])"
3685265,How to write a multidimensional array to a text file?,save numpy array `x` into text file 'test.txt',"np.savetxt('test.txt', x)"
19267591,How to store os.system() output in a variable or a list in python,store the output of command 'ls' in variable `direct_output`,"direct_output = subprocess.check_output('ls', shell=True)"
32032836,Select everything but a list of columns from pandas dataframe,get all column name of dataframe `df` except for column 'T1_V6',df[df.columns - ['T1_V6']]
9560207,How to count values in a certain range in a Numpy array?,get count of values in numpy array `a` that are between values `25` and `100`,((25 < a) & (a < 100)).sum()
8380389,how to get day name in datetime in python,Get day name from a datetime object,date.today().strftime('%A')
15863066,Python regular expression match whole word,,"re.search('\\bis\\b', your_string)"
4830535,Python: How do I format a date in Jinja2?,Jinja parse datetime object `car.date_of_manufacture` to use format pattern `datetime`,{{car.date_of_manufacture | datetime}}
4830535,Python: How do I format a date in Jinja2?,Get the date object `date_of_manufacture` of object `car` in string  format '%Y-%m-%d',{{car.date_of_manufacture.strftime('%Y-%m-%d')}}
952914,Making a flat list out of list of lists,make a flat list from list of lists `sublist`,[item for sublist in l for item in sublist]
952914,Making a flat list out of list of lists,make a flat list from list of lists `list2d`,list(itertools.chain(*list2d))
952914,Making a flat list out of list of lists,make a flat list from list of lists `list2d`,list(itertools.chain.from_iterable(list2d))
3673428,Convert int to ASCII and back in Python,convert ascii value 'a' to int,ord('a')
3984539,Python: use regular expression to remove the white space from all lines,replace white spaces in string '  a\n b\n c\nd  e' with empty string '',"re.sub('(?m)^[^\\S\\n]+', '', '  a\n b\n c\nd  e')"
3984539,Python: use regular expression to remove the white space from all lines,remove white spaces from all the lines using a regular expression in string 'a\n b\n c',"re.sub('(?m)^\\s+', '', 'a\n b\n c')"
19300174,Python: Assign each element of a List to a separate Variable,"destruct elements of list `[1, 2, 3]` to variables `a`, `b` and `c`","a, b, c = [1, 2, 3]"
13368723,Python split a list into subsets based on pattern,split list `mylist` into a list of lists whose elements have the same first five characters,"[list(v) for k, v in itertools.groupby(mylist, key=lambda x: x[:5])]"
37584492,Regular expression substitution in Python,remove all instances of parenthesesis containing text beginning with `as ` from string `line`,"line = re.sub('\\(+as .*?\\) ', '', line)"
17027690,How to skip the extra newline while printing lines read from a file?,skip the newline while printing `line`,print(line.rstrip('\n'))
18358938,Get index values of Pandas DataFrame as list?,get index values of pandas dataframe `df` as list,df.index.values.tolist()
53513,check if a list is empty,check if list `a` is empty,"if (not a):
    pass"
53513,check if a list is empty,check if list `seq` is empty,"if (not seq):
    pass"
53513,check if a list is empty,check if list `li` is empty,"if (len(li) == 0):
    pass"
13717463,Find the indices of elements greater than x,create a list containing the indices of elements greater than 4 in list `a`,"[i for i, v in enumerate(a) if v > 4]"
13237941,sorting list of nested dictionaries in python,reverse list `yourdata`,"sorted(yourdata, reverse=True)"
13237941,sorting list of nested dictionaries in python,sort list of nested dictionaries `yourdata` in reverse based on values associated with each dictionary's key 'subkey',"sorted(yourdata, key=lambda d: d.get('key', {}).get('subkey'), reverse=True)"
13237941,sorting list of nested dictionaries in python,sort list of nested dictionaries `yourdata` in reverse order of 'key' and 'subkey',"yourdata.sort(key=lambda e: e['key']['subkey'], reverse=True)"
37084812,How to remove decimal points in pandas,remove decimal points in pandas data frame using round,df.round()
8938449,How to extract data from matplotlib plot,Get data from matplotlib plot,gca().get_lines()[n].get_xydata()
37125495,How to get the N maximum values per row in a numpy ndarray?,get the maximum 2 values per row in array `A`,"A[:, -2:]"
23531030,MultiValueDictKeyError in Django,"Get value for  ""username"" parameter in GET request  in Django","request.GET.get('username', '')"
4301069,Any way to properly pretty-print ordered dictionaries in Python?,pretty-print ordered dictionary `o`,pprint(dict(list(o.items())))
32458541,Django can't find URL pattern,Confirm urls in Django properly,"url('^$', include('sms.urls')),"
32458541,Django can't find URL pattern,Configure url in django properly,"url('^', include('sms.urls')),"
1874194,Pythonic way to get the largest item in a list,get the tuple in list `a_list` that has the largest item in the second index,"max_item = max(a_list, key=operator.itemgetter(1))"
1874194,Pythonic way to get the largest item in a list,find tuple in list of tuples `a_list` with the largest second element,"max(a_list, key=operator.itemgetter(1))"
29100599,How to iterate over time periods in pandas,resample series `s` into 3 months bins and sum each bin,"s.resample('3M', how='sum')"
2621674,how to extract elements from a list in python?,"extract elements at indices (1, 2, 5) from a list `a`","[a[i] for i in (1, 2, 5)]"
5245058,Python: Filter lines from a text file which contain a particular word,filter lines from a text file 'textfile' which contain a word 'apple',[line for line in open('textfile') if 'apple' in line]
2721782,How to convert a Date string to a DateTime object?,convert a date string `s` to a datetime object,"datetime.datetime.strptime(s, '%Y-%m-%dT%H:%M:%SZ')"
27896214,"Reading tab-delimited file with Pandas - works on Windows, but not on Mac",reading tab-delimited csv file `filename` with pandas on mac,"pandas.read_csv(filename, sep='\t', lineterminator='\r')"
4628618,Replace first occurence of string,replace only first occurence of string `TEST` from a string `longlongTESTstringTEST`,"'longlongTESTstringTEST'.replace('TEST', '?', 1)"
12777222,How can I zip file with a flattened directory structure using Zipfile in Python?,zip file `pdffile` using its basename as directory name,"archive.write(pdffile, os.path.basename(pdffile))"
3457673,"Elegant way to create a dictionary of pairs, from a list of tuples?",create a dictionary of pairs from a list of tuples `myListOfTuples`,dict(x[1:] for x in reversed(myListOfTuples))
8194156,How to subtract two lists in python,subtract elements of list `List1` from elements of list `List2`,"[(x1 - x2) for x1, x2 in zip(List1, List2)]"
5577501,How to tell if string starts with a number?,check if string `string` starts with a number,string[0].isdigit()
5577501,How to tell if string starts with a number?,"Check if string `strg` starts with any of the elements in list ('0', '1', '2', '3', '4', '5', '6', '7', '8', '9')","strg.startswith(('0', '1', '2', '3', '4', '5', '6', '7', '8', '9'))"
4934806,How can I find script's directory with Python?,print script's directory,print(os.path.dirname(os.path.realpath(__file__)))
15530399,Finding the surrounding sentence of a char/word in a string,"split string `text` by the occurrences of regex pattern '(?<=\\?|!|\\.)\\s{0,2}(?=[A-Z]|$)'","re.split('(?<=\\?|!|\\.)\\s{0,2}(?=[A-Z]|$)', text)"
21519203,"Plotting a list of (x, y) coordinates in python matplotlib",Make a scatter plot using unpacked values of list `li`,plt.scatter(*zip(*li))
16040156,Rearrange tuple of tuples in Python,rearrange tuple of tuples `t`,tuple(zip(*t))
40963347,Find Average of Every Three Columns in Pandas dataframe,Get average for every three columns in `df` dataframe,"df.groupby(np.arange(len(df.columns)) // 3, axis=1).mean()"
180606,How do I convert a list of ascii values to a string in python?,convert a list `L` of ascii values to a string,""""""""""""".join(chr(i) for i in L)"
13462365,Python 2.7 Counting number of dictionary items with given value,count the number of pairs in dictionary `d` whose value equal to `chosen_value`,sum(x == chosen_value for x in list(d.values()))
13462365,Python 2.7 Counting number of dictionary items with given value,count the number of values in `d` dictionary that are predicate to function `some_condition`,sum(1 for x in list(d.values()) if some_condition(x))
13291539,convert double to float in Python,convert double 0.00582811585976 to float,"struct.unpack('f', struct.pack('f', 0.00582811585976))"
8777753,Converting datetime.date to UTC timestamp in Python,convert datetime.date `dt` to utc timestamp,"timestamp = (dt - datetime(1970, 1, 1)).total_seconds()"
13838405,Custom sorting in pandas dataframe,sort column `m` in panda dataframe `df`,df.sort('m')
3766633,How to sort with lambda in Python,Sort a data `a` in descending order based on the `modified` attribute of elements using lambda function,"a = sorted(a, key=lambda x: x.modified, reverse=True)"
39604780,How can I print the Truth value of a variable?,print the truth value of `a`,print(bool(a))
42142756,How can I change a specific row label in a Pandas dataframe?,rename `last` row index label in dataframe `df` to `a`,df = df.rename(index={last: 'a'})
28416408,Scikit-learn: How to run KMeans on a one-dimensional array?,Fit Kmeans function to a one-dimensional array `x` by reshaping it to be a multidimensional array of single values,"km.fit(x.reshape(-1, 1))"
17608210,sorting a list in python,Sort a list of strings 'words' such that items starting with 's' come first.,"sorted(words, key=lambda x: 'a' + x if x.startswith('s') else 'b' + x)"
21414159,login to a site using python and opening the login site in the browser,open the login site 'http://somesite.com/adminpanel/index.php' in the browser,webbrowser.open('http://somesite.com/adminpanel/index.php')
8654637,"Pythonic way to fetch all elements in a dictionary, falling between two keys?","fetch all elements in a dictionary `parent_dict`, falling between two keys 2 and 4","dict((k, v) for k, v in parent_dict.items() if 2 < k < 4)"
8654637,"Pythonic way to fetch all elements in a dictionary, falling between two keys?",fetch all elements in a dictionary 'parent_dict' where the key is between the range of 2 to 4,"dict((k, v) for k, v in parent_dict.items() if k > 2 and k < 4)"
13668393,python sorting two lists,sort two lists `list1` and `list2` together using lambda function,"[list(x) for x in zip(*sorted(zip(list1, list2), key=lambda pair: pair[0]))]"
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than 5,sum(((i > 5) for i in j))
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than 5,len([1 for i in j if (i > 5)])
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than `i`,"j = np.array(j)
sum((j > i))"
12655007,Python: elegant way of creating a list of tuples?,"zip list `a`, `b`, `c` into a list of tuples","[(x + tuple(y)) for x, y in zip(zip(a, b), c)]"
16249440,Changing file permission in python,changing permission of file `path` to `stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH`,"os.chmod(path, stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH)"
26727314,Multiple files for one argument in argparse Python 2.7,argparse associate zero or more arguments with flag 'file',"parser.add_argument('file', nargs='*')"
32996293,Comparing values in two lists in Python,get a list of booleans `z` that shows wether the corresponding items in list `x` and `y` are equal,"z = [(i == j) for i, j in zip(x, y)]"
32996293,Comparing values in two lists in Python,create a list which indicates whether each element in `x` and `y` is identical,[(x[i] == y[i]) for i in range(len(x))]
4289331,Python: Extract numbers from a string,,"[int(s) for s in re.findall('\\b\\d+\\b', ""he33llo 42 I'm a 32 string 30"")]"
18176933,Create an empty data frame with index from another data frame,create an empty data frame `df2` with index from another data frame `df1`,df2 = pd.DataFrame(index=df1.index)
826284,How do I convert a string 2 bytes long to an integer in python,unpack first and second bytes of byte string `pS` into integer,"struct.unpack('h', pS[0:2])"
16677816,Printing lists onto tables in python,print list `t` into a table-like shape,"print('\n'.join('  '.join(map(str, row)) for row in t))"
28161356,Sort Pandas Dataframe by Date,,df.sort_values(by='Date')
14442636,How can I check if a checkbox is checked in Selenium Python Webdriver?,check if a checkbox is checked in selenium python webdriver,driver.find_element_by_name('<check_box_name>').is_selected()
14442636,How can I check if a checkbox is checked in Selenium Python Webdriver?,determine if checkbox with id '<check_box_id>' is checked in selenium python webdriver,driver.find_element_by_id('<check_box_id>').is_selected()
2951701,Is it possible to use 'else' in a python list comprehension?,"replace `0` with `2` in the list `[0, 1, 0, 3]`","[(a if a else 2) for a in [0, 1, 0, 3]]"
30747705,Parsing string containing Unicode character names,Produce a string that is suitable as Unicode literal from string 'M\\N{AMPERSAND}M\\N{APOSTROPHE}s','M\\N{AMPERSAND}M\\N{APOSTROPHE}s'.encode().decode('unicode-escape')
30747705,Parsing string containing Unicode character names,Parse a unicode string `M\\N{AMPERSAND}M\\N{APOSTROPHE}s`,'M\\N{AMPERSAND}M\\N{APOSTROPHE}s'.decode('unicode-escape')
867866,Convert unicode codepoint to UTF8 hex in python,convert Unicode codepoint to utf8 hex,"chr(int('fd9b', 16)).encode('utf-8')"
13277440,How can I get Python to use upper case letters to print hex values?,use upper case letters to print hex value `value`,print('0x%X' % value)
16099694,How to remove empty string in a list?,get a list `cleaned` that contains all non-empty elements in list `your_list`,cleaned = [x for x in your_list if x]
13324554,Python: Want to use a string as a slice specifier,create a slice object using string `string_slice`,slice(*[(int(i.strip()) if i else None) for i in string_slice.split(':')])
24748445,Beautiful Soup Using Regex to Find Tags?,Find all the tags `a` and `div` from Beautiful Soup object `soup`,"soup.find_all(['a', 'div'])"
7142062,Get function name as a string in python,get the name of function `func` as a string,print(func.__name__)
10472907,How to convert dictionary into string,convert dictionary `adict` into string,""""""""""""".join('{}{}'.format(key, val) for key, val in sorted(adict.items()))"
10472907,How to convert dictionary into string,convert dictionary `adict` into string,""""""""""""".join('{}{}'.format(key, val) for key, val in list(adict.items()))"
2612802,copy a list,copy list `old_list` as `new_list`,new_list = old_list[:]
2612802,copy a list,copy list `old_list` as `new_list`,new_list = list(old_list)
2612802,copy a list,copy list `old_list` as `new_list`,new_list = copy.copy(old_list)
2612802,copy a list,deep copy list `old_list` as `new_list`,new_list = copy.deepcopy(old_list)
2612802,copy a list,make a copy of list `old_list`,[i for i in old_list]
25540259,Remove or adapt border of frame of legend using matplotlib,remove frame of legend in plot `plt`,plt.legend(frameon=False)
38147259,How to work with surrogate pairs in Python?,Print a emoji from a string `\\ud83d\\ude4f` having surrogate pairs,"""""""\\ud83d\\ude4f"""""".encode('utf-16', 'surrogatepass').decode('utf-16')"
3061,Calling a function of a module from a string with the function's name in Python,calling a function named 'myfunction' in the module,globals()['myfunction']()
1949318,Checking if a website is up,"Check the status code of url ""http://www.stackoverflow.com""",urllib.request.urlopen('http://www.stackoverflow.com').getcode()
1949318,Checking if a website is up,"Check the status code of url ""www.python.org""","conn = httplib.HTTPConnection('www.python.org')
conn.request('HEAD', '/')
r1 = conn.getresponse()
print(r1.status, r1.reason)"
1949318,Checking if a website is up,Check the status code of url `url`,"r = requests.head(url)
return (r.status_code == 200)"
1949318,Checking if a website is up,"Checking if website ""http://www.stackoverflow.com"" is up",print(urllib.request.urlopen('http://www.stackoverflow.com').getcode())
23931444,Selenium open pop up window [Python],"Selenium `driver` click a hyperlink with the pattern ""a[href^='javascript']""","driver.find_element_by_css_selector(""a[href^='javascript']"").click()"
17098654,"How to store data frame using PANDAS, Python","store data frame `df` to file `file_name` using pandas, python",df.to_pickle(file_name)
40311987,Pandas: Mean of columns with the same names,calculate the mean of columns with same name in dataframe `df`,"df.groupby(by=df.columns, axis=1).mean()"
4768151,How to perform double sort inside an array?,sort list `bar` by each element's attribute `attrb1` and attribute `attrb2` in reverse order,"bar.sort(key=lambda x: (x.attrb1, x.attrb2), reverse=True)"
1962795,How to get alpha value of a PNG image with PIL?,get alpha value `alpha` of a png image `img`,alpha = img.split()[-1]
22749706,How to get the length of words in a sentence?,,[len(x) for x in s.split()]
3945750,Find a specific tag with BeautifulSoup,BeautifulSoup find tag 'div' with styling 'width=300px;' in HTML string `soup`,"soup.findAll('div', style='width=300px;')"
9336270,Using a Python dict for a SQL INSERT statement,Execute SQL statement `sql` with values of dictionary `myDict` as parameters,"cursor.execute(sql, list(myDict.values()))"
32533944,Preserving Column Order - Python Pandas and Column Concat,Convert CSV file `Result.csv` to Pandas dataframe using separator ' ',"df.to_csv('Result.csv', index=False, sep=' ')"
8306171,Python: Extract variables out of namespace,update the `globals()` dictionary with the contents of the `vars(args)` dictionary,globals().update(vars(args))
9889635,Regular expression to return all characters between two special characters,find all substrings in `mystring` beginning and ending with square brackets,"re.findall('\\[(.*?)\\]', mystring)"
2075128,"Python, print all floats to 2 decimal places in output","Format all floating variables `var1`, `var2`, `var3`, `var1` to print to two decimal places.","print('%.2f kg = %.2f lb = %.2f gal = %.2f l' % (var1, var2, var3, var4))"
8425046,The best way to filter a dictionary in Python,Remove all items from a dictionary `d` where the values are less than `1`,"d = dict((k, v) for k, v in d.items() if v > 0)"
8425046,The best way to filter a dictionary in Python,Filter dictionary `d` to have items with value greater than 0,"d = {k: v for k, v in list(d.items()) if v > 0}"
17690738,In Pandas how do I convert a string of date strings to datetime objects and put them in a DataFrame?,convert a string of date strings `date_stngs ` to datetime objects and put them in a dataframe,pd.to_datetime(pd.Series(date_stngs))
29902714,Print the complete string of a pandas dataframe,"get  value at index `[2, 0]` in dataframe `df`","df.iloc[2, 0]"
3899980,How to change the font size on a matplotlib plot,change the font size on plot `matplotlib` to 22,matplotlib.rcParams.update({'font.size': 22})
18837262,Convert Python dict into a dataframe,converting dictionary `d` into a dataframe `pd` with keys as data for column 'Date' and the corresponding values as data for column 'DateValue',"pd.DataFrame(list(d.items()), columns=['Date', 'DateValue'])"
21022865,Pandas: Elementwise multiplication of two dataframes,create a dataframe containing the multiplication of element-wise in dataframe `df` and dataframe `df2` using index name and column labels of dataframe `df`,"pd.DataFrame(df.values * df2.values, columns=df.columns, index=df.index)"
4703390,How to extract a floating number from a string,extract floating number from string 'Current Level: 13.4 db.',"re.findall('\\d+\\.\\d+', 'Current Level: 13.4 db.')"
4703390,How to extract a floating number from a string,extract floating point numbers from a string 'Current Level: -13.2 db or 14.2 or 3',"re.findall('[-+]?\\d*\\.\\d+|\\d+', 'Current Level: -13.2 db or 14.2 or 3')"
23286254,Convert List to a list of tuples python,pair each element in list `it` 3 times into a tuple,"zip(it, it, it)"
22245171,How to lowercase a python dataframe string column if it has missing values?,lowercase a python dataframe string in column 'x' if it has missing values in dataframe `df`,df['x'].str.lower()
10895028,python append to array in json object,"append dict `{'f': var6, 'g': var7, 'h': var8}` to value of key `e` in dict `jsobj['a']['b']`","jsobj['a']['b']['e'].append({'f': var6, 'g': var7, 'h': var8})"
2133571,Most Pythonic way to concatenate strings,Concat a list of strings `lst` using string formatting,""""""""""""".join(lst)"
15014276,Python: Sum values in a dictionary based on condition,sum values greater than 0 in dictionary `d`,sum(v for v in list(d.values()) if v > 0)
32722143,Flask application traceback doesn't show up in server log,run flask application `app` in debug mode.,app.run(debug=True)
14661701,How to drop a list of rows from Pandas dataframe?,"drop rows whose index value in list `[1, 3]` in dataframe `df`","df.drop(df.index[[1, 3]], inplace=True)"
18689823,pandas DataFrame: replace nan values with average of columns,replace nan values in a pandas data frame with the average of columns,"df.apply(lambda x: x.fillna(x.mean()), axis=0)"
677656,How to extract from a list of objects a list of specific attribute?,extract attribute `my_attr` from each object in list `my_list`,[o.my_attr for o in my_list]
16994696,python get time stamp on file in mm/dd/yyyy format,python get time stamp on file `file` in '%m/%d/%Y' format,"time.strftime('%m/%d/%Y', time.gmtime(os.path.getmtime(file)))"
9323749,Python: Check if one dictionary is a subset of another larger dictionary,check if dictionary `subset` is a subset of dictionary `superset`,all(item in list(superset.items()) for item in list(subset.items()))
7768859,Python: for loop in index assignment,Convert integer elements in list `wordids` to strings,[str(wi) for wi in wordids]
11621165,Indexing a pandas dataframe by integer,Reset the indexes of a pandas data frame,df2 = df.reset_index()
10624937,Convert datetime object to a String of date only in Python,format datetime in `dt` as string in format `'%m/%d/%Y`,dt.strftime('%m/%d/%Y')
5180365,Python Add Comma Into Number String,format floating point number  `TotalAmount` to be rounded off to two decimal places and have a comma thousands' seperator,"print('Total cost is: ${:,.2f}'.format(TotalAmount))"
40660956,Sum of Every Two Columns in Pandas dataframe,sum the values in each row of every two adjacent columns in dataframe `df`,"df.groupby(np.arange(len(df.columns)) // 2 + 1, axis=1).sum().add_prefix('s')"
20733827,creating list of random numbers in python,create list `randomList` with 10 random floating point numbers between 0.0 and 1.0,randomList = [random.random() for _ in range(10)]
11066874,beautifulsoup can't find href in file using regular expression,find href value that has string 'follow?page' inside it,"print(soup.find('a', href=re.compile('.*follow\\?page.*')))"
5917537,"In Python, why won't something print without a newline?",immediately see output of print statement that doesn't end in a newline,sys.stdout.flush()
4859292,How to get a random value in python dictionary,get a random key `country` and value `capital` form a dictionary `d`,"country, capital = random.choice(list(d.items()))"
113655,Is there a function in python to split a word into a list?,split string `Word to Split` into a list of characters,list('Word to Split')
38862349,Regex: How to match words without consecutive vowels?,Create a list containing words that contain vowel letter followed by the same vowel in file 'file.text',"[w for w in open('file.txt') if not re.search('[aeiou]{2}', w)]"
11264005,Using a RegEx to match IP addresses in Python,Validate IP address using Regex,"pat = re.compile('^\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}$')"
1027714,How to execute a file within the python interpreter?,execute file 'filename.py',"exec(compile(open('filename.py').read(), 'filename.py', 'exec'))"
17223174,Returning distinct rows in SQLAlchemy with SQLite,SQLAlchemy count the number of rows with distinct values in column `name` of table `Tag`,session.query(Tag).distinct(Tag.name).group_by(Tag.name).count()
10857924,Remove NULL columns in a dataframe Pandas?,remove null columns in a dataframe `df`,"df = df.dropna(axis=1, how='all')"
12310141,Python counting elements of a list within a list,check if all lists in list `L` have three elements of integer 1,all(x.count(1) == 3 for x in L)
13168252,Comparing elements between elements in two lists of tuples,Get a list comparing two lists of tuples `l1` and `l2` if any first value in `l1` matches with first value in `l2`,[x[0] for x in l1 if any(x[0] == y[0] for y in l2)]
27966626,how to clear/delete the Textbox in tkinter python on Ubuntu,clear the textbox `text` in tkinter,"tex.delete('1.0', END)"
10664430,Python convert long to date,Convert long int `myNumber` into date and time represented in the the string format '%Y-%m-%d %H:%M:%S',datetime.datetime.fromtimestamp(myNumber).strftime('%Y-%m-%d %H:%M:%S')
41246071,How can I start a Python thread FROM C++?,Spawn a process to run python script `myscript.py` in C++,system('python myscript.py')
17038639,sorting a list with objects of a class as its items,sort a list `your_list` of class objects by their values for the attribute `anniversary_score`,your_list.sort(key=operator.attrgetter('anniversary_score'))
17038639,sorting a list with objects of a class as its items,sort list `your_list` by the `anniversary_score` attribute of each object,your_list.sort(key=lambda x: x.anniversary_score)
34097281,How can I convert a tensor into a numpy array in TensorFlow?,"convert a tensor with list of constants `[1, 2, 3]` into a numpy array in tensorflow","print(type(tf.Session().run(tf.constant([1, 2, 3]))))"
15269161,"in Python, How to join a list of tuples into one list?",convert list `a` from being consecutive sequences of tuples into a single sequence of elements,list(itertools.chain(*a))
18663026,How do I pythonically set a value in a dictionary if it is None?,Set value for key `a` in dict `count` to `0` if key `a` does not exist or if value is `none`,"count.setdefault('a', 0)"
30328646,Python Pandas : group by in group by and average?,Do group by on `cluster` column in `df` and get its mean,df.groupby(['cluster']).mean()
12141150,"from list of integers, get number closest to a given value",get number in list `myList` closest in value to number `myNumber`,"min(myList, key=lambda x: abs(x - myNumber))"
5858916,Find array item in a string,check if any of the items in  `search` appear in `string`,any(x in string for x in search)
32792602,Find string with regular expression in python,search for occurrences of regex pattern `pattern` in string `url`,print(pattern.search(url).group(1))
42458734,"How do I convert all strings (like ""Fault"") and into a unique float?",factorize all string values in dataframe `s` into floats,(s.factorize()[0] + 1).astype('float')
11677860,Subtract values in one list from corresponding values in another list - Python,Get a list `C` by subtracting values in one list `B` from corresponding values in another list `A`,"C = [(a - b) for a, b in zip(A, B)]"
4793617,How to derive the week start for a given (iso) weeknumber / year in python,"derive the week start for the given week number and year ‘2011, 4, 0’","datetime.datetime.strptime('2011, 4, 0', '%Y, %U, %w')"
5306079,Python: How do I convert an array of strings to an array of numbers?,"convert a list of strings `['1', '-1', '1']` to a list of numbers","map(int, ['1', '-1', '1'])"
18684397,"How to create datetime object from ""16SEP2012"" in python","create datetime object from ""16sep2012""","datetime.datetime.strptime('16Sep2012', '%d%b%Y')"
